graph,seed,INF,time
graph11,"[(68,), ()]",8.14,1.095702
graph11,"[(194,), (129,)]",15.43,2.085997
graph11,"[(189,), (83,)]",17.41,2.213238
graph11,"[(224,), (210,)]",27.33,3.094712
graph11,"[(64, 4), (57,)]",15.93,1.965549
graph11,"[(131, 209), (86,)]",15.11,1.889805
graph11,"[(11, 216), (15,)]",29.53,3.071176
graph11,"[(114, 130), (212, 217)]",37.66,3.622654
graph11,"[(50, 89), (224, 209)]",39.25,3.71672
graph11,"[(177, 12), (134, 188)]",45.61,3.959379
graph11,"[(152, 214, 55), (142, 232)]",45.31,4.013281
graph11,"[(222, 200, 223), (56, 201)]",36.39,3.516539
graph11,"[(216, 71, 13), (142, 225)]",56.68,4.585177
graph11,"[(228, 63, 189), (159, 19, 122)]",53.64,4.506973
graph11,"[(195, 89, 210), (36, 130, 1)]",56.93,4.574697
graph11,"[(110, 144, 66), (163, 35, 130)]",49.76,4.244203
graph11,"[(20, 223, 190, 104), (37, 0, 204)]",53.92,4.320463
graph11,"[(176, 174, 86, 160), (91, 17, 107)]",58.25,4.322686
graph11,"[(16, 218, 110, 94), (165, 47, 38)]",50.52,4.193835
graph11,"[(218, 129, 63, 106), (201, 191, 171, 60)]",50.5,4.195264
graph11,"[(211, 64, 184, 3), (179, 105, 103, 192)]",58.95,4.638464
graph11,"[(190, 74, 28, 29), (82, 121, 5, 115)]",71.3,5.067233
graph11,"[(224, 102, 67, 166, 124), (27, 83, 209, 39)]",61.74,4.487531
graph11,"[(50, 203, 72, 143, 100), (108, 198, 69, 65)]",70.9,4.983172
graph11,"[(110, 217, 12, 84, 81), (124, 144, 154, 36)]",75.28,5.126027
graph11,"[(149, 115, 221, 177, 147), (58, 127, 66, 219, 76)]",76.84,5.27843
graph11,"[(193, 211, 0, 195, 139), (54, 2, 136, 84, 23)]",72.94,5.011693
graph11,"[(110, 29, 70, 47, 59), (177, 126, 13, 79, 102)]",60.46,4.585929
graph12,"[(222,), ()]",31.455,0.0
graph12,"[(222,), (96,)]",58.669,4.55
graph12,"[(222, 226), (96,)]",74.677,134.25
graph12,"[(222, 226), (96, 115)]",89.543,165.89
graph12,"[(222, 226), (96, 115, 12)]",100.838,355.28
graph12,"[(222, 226), (96, 115, 12, 233)]",107.136,786.01
graph12,"[(222, 226, 171), (96, 115, 12, 233)]",113.03,817.75
graph12,"[(222, 226, 171, 75), (96, 115, 12, 233)]",118.163,882.98
graph12,"[(222, 226, 171, 75), (96, 115, 12, 233, 121)]",122.154,986.35
graph12,"[(222, 226, 171, 75), (96, 115, 12, 233, 121, 98)]",126.122,996.27
graph12,"[(53,), ()]",9.25,1.235516
graph12,"[(53,), ()]",8.73,1.186164
graph12,"[(6,), ()]",2.58,0.579077
graph12,"[(189,), (147,)]",36.83,3.660808
graph12,"[(46,), (43,)]",17.72,2.221984
graph12,"[(60,), (75,)]",24.45,2.887921
graph12,"[(113, 210), (208,)]",37.71,3.573443
graph12,"[(54, 60), (55,)]",33.33,3.247441
graph12,"[(47, 96), (18,)]",32.3,3.088454
graph12,"[(202, 9), (112, 80)]",29.85,3.104172
graph12,"[(158, 229), (62, 152)]",59.32,4.884572
graph12,"[(36, 119), (145, 27)]",18.82,2.28673
graph12,"[(222, 186, 137), (84, 64)]",53.94,4.031877
graph12,"[(53, 106, 227), (189, 208)]",39.35,3.735121
graph12,"[(36, 138, 9), (127, 197)]",38.91,3.584997
graph12,"[(89, 133, 62), (235, 175, 119)]",56.06,4.549907
graph12,"[(223, 50, 158), (199, 84, 186)]",52.1,4.133276
graph12,"[(43, 147, 232), (228, 235, 142)]",59.2,4.745897
graph12,"[(108, 226, 197, 109), (19, 229, 26)]",74.71,5.436417
graph12,"[(85, 5, 20, 139), (191, 16, 80)]",57.65,4.594689
graph12,"[(203, 156, 174, 189), (179, 161, 162)]",61.52,4.770214
graph12,"[(183, 105, 185, 111), (168, 149, 223, 62)]",79.79,5.488522
graph12,"[(36, 11, 5, 6), (193, 93, 115, 138)]",54.01,4.403047
graph12,"[(4, 79, 133, 219), (21, 115, 80, 33)]",85.11,5.705314
graph12,"[(16, 100, 130, 128, 188), (212, 93, 20, 198)]",72.57,5.200821
graph12,"[(46, 41, 215, 174, 199), (202, 42, 38, 187)]",61.51,4.775808
graph12,"[(90, 194, 103, 229, 114), (117, 100, 26, 18)]",84.01,5.64783
graph12,"[(154, 53, 69, 116, 153), (215, 15, 1, 177, 138)]",70.33,5.128669
graph12,"[(93, 172, 197, 68, 59), (208, 52, 223, 159, 163)]",81.64,5.535705
graph12,"[(150, 238, 107, 146, 108), (115, 218, 173, 230, 210)]",75.25,5.258127
graph13,"[(), (170,)]",32.05,0.0
graph13,"[(122,), (170,)]",57.473,5.29
graph13,"[(122, 120), (170,)]",71.22,118.14
graph13,"[(122, 120), (170, 71)]",82.581,246.26
graph13,"[(122, 120), (170, 71, 74)]",90.265,428.36
graph13,"[(122, 120, 164), (170, 71, 74)]",97.26,492.07
graph13,"[(122, 120, 164, 139), (170, 71, 74)]",105.217,506.04
graph13,"[(122, 120, 164, 139), (170, 71, 74, 38)]",110.773,645.6
graph13,"[(122, 120, 164, 139), (170, 71, 74, 38, 62)]",114.746,824.5600000000001
graph13,"[(122, 120, 164, 139, 207), (170, 71, 74, 38, 62)]",118.356,887.71
graph13,"[(28,), ()]",8.79,1.204514
graph13,"[(186,), ()]",11.89,1.431899
graph13,"[(23,), ()]",8.41,1.222218
graph13,"[(28,), (131,)]",19.01,2.349359
graph13,"[(142,), (120,)]",21.47,2.491335
graph13,"[(51,), (212,)]",14.1,1.86368
graph13,"[(10, 166), (140,)]",24.92,2.869518
graph13,"[(206, 41), (15,)]",20.89,2.488572
graph13,"[(209, 164), (61,)]",34.38,3.349452
graph13,"[(41, 104), (62, 139)]",48.18,4.200478
graph13,"[(88, 185), (83, 21)]",18.08,2.219363
graph13,"[(8, 196), (194, 110)]",27.55,2.759029
graph13,"[(52, 161, 155), (46, 203)]",37.16,3.590491
graph13,"[(67, 115, 23), (169, 92)]",38.95,3.603025
graph13,"[(97, 192, 144), (50, 158)]",30.48,3.075768
graph13,"[(162, 122, 156), (108, 42, 151)]",53.73,4.24641
graph13,"[(204, 59, 172), (102, 168, 125)]",45.84,4.003738
graph13,"[(66, 93, 67), (173, 142, 164)]",47.48,4.050789
graph13,"[(137, 192, 87, 80), (28, 36, 165)]",52.16,4.169383
graph13,"[(175, 11, 63, 105), (128, 130, 188)]",52.99,4.255052
graph13,"[(94, 28, 2, 129), (107, 161, 9)]",60.32,4.631654
graph13,"[(120, 185, 156, 129), (57, 134, 86, 118)]",71.7,5.027502
graph13,"[(36, 31, 206, 15), (99, 145, 72, 196)]",51.43,4.27637
graph13,"[(12, 114, 99, 9), (150, 204, 52, 119)]",68.43,4.906046
graph13,"[(206, 153, 22, 43, 2), (60, 74, 15, 103)]",77.33,5.09838
graph13,"[(87, 146, 48, 72, 73), (165, 90, 156, 169)]",67.05,4.841964
graph13,"[(35, 32, 194, 207, 185), (112, 118, 103, 201)]",71.8,5.107649
graph13,"[(181, 199, 93, 85, 62), (1, 189, 53, 141, 14)]",77.13,5.143601
graph13,"[(126, 82, 7, 108, 133), (137, 94, 48, 53, 59)]",50.04,4.105183
graph13,"[(55, 35, 166, 44, 165), (69, 25, 132, 80, 68)]",63.76,4.692613
graph14,"[(199,), ()]",30.442,0.0
graph14,"[(199,), (235,)]",51.559,23.33
graph14,"[(199,), (235, 71)]",67.522,129.59
graph14,"[(199, 229), (235, 71)]",82.704,146.38
graph14,"[(199, 229, 55), (235, 71)]",93.634,401.56
graph14,"[(199, 229, 55), (235, 71, 137)]",100.045,806.9
graph14,"[(199, 229, 55), (235, 71, 137, 27)]",106.887,873.3299999999999
graph14,"[(199, 229, 55), (235, 71, 137, 27, 202)]",112.248,926.72
graph14,"[(199, 229, 55), (235, 71, 137, 27, 202, 52)]",116.688,1095.6899999999998
graph14,"[(199, 229, 55, 8), (235, 71, 137, 27, 202, 52)]",120.872,1165.1
graph14,"[(30,), ()]",18.94,1.927586
graph14,"[(101,), ()]",1.0,0.42
graph14,"[(13,), ()]",12.51,1.511801
graph14,"[(202,), (103,)]",29.84,3.312897
graph14,"[(49,), (222,)]",13.76,1.905781
graph14,"[(150,), (113,)]",25.89,2.877669
graph14,"[(93, 181), (216,)]",47.11,4.006156
graph14,"[(80, 236), (201,)]",29.75,3.137574
graph14,"[(157, 1), (55,)]",45.3,4.136143
graph14,"[(105, 25), (22, 178)]",43.38,3.848787
graph14,"[(72, 70), (91, 120)]",38.67,3.6845
graph14,"[(98, 73), (194, 219)]",36.15,3.522792
graph14,"[(48, 2, 137), (13, 98)]",40.68,3.583319
graph14,"[(80, 36, 151), (121, 175)]",35.14,3.5173
graph14,"[(66, 4, 25), (3, 0)]",36.87,3.450325
graph14,"[(163, 174, 233), (77, 155, 170)]",57.15,4.53004
graph14,"[(57, 84, 89), (26, 198, 16)]",57.7,4.697466
graph14,"[(56, 202, 206), (16, 139, 158)]",51.69,4.251922
graph14,"[(55, 36, 74, 23), (103, 187, 184)]",62.79,4.769256
graph14,"[(158, 239, 41, 113), (67, 216, 96)]",65.65,4.959063
graph14,"[(45, 98, 25, 245), (152, 125, 35)]",41.15,3.702847
graph14,"[(103, 83, 155, 54), (139, 91, 132, 31)]",67.91,4.97847
graph14,"[(62, 88, 42, 120), (119, 50, 1, 174)]",68.91,5.029469
graph14,"[(147, 27, 38, 105), (62, 56, 14, 123)]",66.79,4.954315
graph14,"[(12, 72, 239, 180, 78), (146, 203, 11, 31)]",54.74,4.313905
graph14,"[(55, 201, 91, 195, 226), (230, 236, 58, 173)]",78.0,5.406686
graph14,"[(104, 42, 100, 169, 46), (45, 51, 58, 61)]",65.55,4.898275
graph14,"[(73, 9, 23, 86, 229), (152, 244, 208, 13, 115)]",85.88,5.637666
graph14,"[(184, 153, 76, 98, 20), (128, 3, 219, 38, 14)]",79.2,5.372072
graph14,"[(32, 119, 154, 221, 30), (161, 20, 17, 111, 82)]",74.41,5.150577
graph15,"[(162,), ()]",38.656,0.0
graph15,"[(162,), (76,)]",60.31,19.85
graph15,"[(162, 203), (76,)]",76.524,87.53999999999999
graph15,"[(162, 203), (76, 218)]",88.621,228.31
graph15,"[(162, 203), (76, 218, 213)]",98.458,370.22
graph15,"[(162, 203, 207), (76, 218, 213)]",104.504,682.98
graph15,"[(162, 203, 207), (76, 218, 213, 58)]",110.352,695.97
graph15,"[(162, 203, 207), (76, 218, 213, 58, 154)]",115.896,773.58
graph15,"[(162, 203, 207, 86), (76, 218, 213, 58, 154)]",120.23,858.7900000000001
graph15,"[(162, 203, 207, 86, 178), (76, 218, 213, 58, 154)]",124.227,896.98
graph15,"[(50,), ()]",10.36,1.3733
graph15,"[(127,), ()]",7.75,1.058724
graph15,"[(196,), ()]",4.7,0.837286
graph15,"[(48,), (171,)]",19.02,2.360812
graph15,"[(14,), (152,)]",20.47,2.469532
graph15,"[(209,), (216,)]",12.64,1.775839
graph15,"[(210, 51), (64,)]",21.18,2.528762
graph15,"[(71, 84), (81,)]",31.41,3.242025
graph15,"[(82, 2), (143,)]",32.32,3.383339
graph15,"[(55, 24), (202, 179)]",34.83,3.385255
graph15,"[(109, 174), (151, 196)]",20.17,2.33686
graph15,"[(75, 202), (217, 99)]",28.69,3.050849
graph15,"[(95, 7, 33), (206, 42)]",43.78,4.1742
graph15,"[(94, 48, 20), (92, 193)]",49.8,4.078289
graph15,"[(162, 104, 37), (97, 221)]",66.89,4.94464
graph15,"[(183, 207, 122), (190, 194, 188)]",48.73,4.182043
graph15,"[(86, 0, 18), (213, 195, 31)]",65.07,4.895695
graph15,"[(153, 90, 112), (161, 55, 69)]",54.59,4.479213
graph15,"[(191, 199, 151, 37), (49, 57, 190)]",61.12,4.786804
graph15,"[(121, 222, 220, 50), (193, 116, 211)]",37.17,3.388144
graph15,"[(192, 122, 18, 5), (64, 82, 157)]",46.66,4.10247
graph15,"[(29, 122, 31, 170), (97, 98, 204, 15)]",41.3,3.637571
graph15,"[(153, 180, 23, 26), (69, 132, 56, 117)]",46.04,3.909553
graph15,"[(86, 63, 109, 150), (159, 205, 118, 177)]",61.06,4.657007
graph15,"[(195, 209, 123, 153, 13), (213, 6, 200, 85)]",73.59,5.108349
graph15,"[(86, 161, 174, 144, 212), (42, 12, 106, 170)]",86.71,5.603576
graph15,"[(220, 176, 82, 204, 135), (212, 85, 72, 3)]",57.49,4.502936
graph15,"[(17, 68, 58, 43, 180), (24, 189, 90, 207, 130)]",81.99,5.186466
graph15,"[(109, 155, 49, 138, 82), (149, 156, 56, 14, 21)]",54.27,4.310911
graph15,"[(100, 199, 169, 172, 15), (190, 2, 175, 21, 26)]",61.8,4.561115
graph16,"[(207,), ()]",32.335,0.0
graph16,"[(207,), (159,)]",52.24,11.25
graph16,"[(207,), (159, 117)]",63.465,204.89
graph16,"[(207, 29), (159, 117)]",74.736,253.19
graph16,"[(207, 29), (159, 117, 125)]",84.482,283.64
graph16,"[(207, 29), (159, 117, 125, 180)]",90.333,625.5799999999999
graph16,"[(207, 29, 60), (159, 117, 125, 180)]",97.405,639.3199999999999
graph16,"[(207, 29, 60, 160), (159, 117, 125, 180)]",101.94,772.81
graph16,"[(207, 29, 60, 160, 179), (159, 117, 125, 180)]",105.703,827.8199999999999
graph16,"[(207, 29, 60, 160, 179), (159, 117, 125, 180, 93)]",109.914,836.9699999999999
graph16,"[(168,), ()]",8.52,1.200814
graph16,"[(183,), ()]",18.17,1.886411
graph16,"[(11,), ()]",5.38,0.864217
graph16,"[(116,), (6,)]",17.11,2.280199
graph16,"[(92,), (141,)]",10.0,1.62972
graph16,"[(59,), (197,)]",15.54,2.05708
graph16,"[(146, 97), (157,)]",32.04,2.996626
graph16,"[(174, 186), (18,)]",18.63,2.160738
graph16,"[(89, 4), (77,)]",29.24,3.061398
graph16,"[(188, 82), (32, 103)]",38.58,3.641346
graph16,"[(23, 124), (200, 76)]",29.35,3.105675
graph16,"[(151, 191), (209, 76)]",25.37,2.762521
graph16,"[(203, 21, 112), (65, 171)]",27.35,2.868079
graph16,"[(160, 79, 204), (56, 78)]",40.48,3.739538
graph16,"[(172, 34, 204), (71, 201)]",51.44,4.3501
graph16,"[(173, 32, 202), (73, 49, 174)]",40.1,3.678866
graph16,"[(112, 75, 121), (42, 28, 30)]",36.61,3.381038
graph16,"[(182, 35, 12), (96, 128, 150)]",42.64,3.823402
graph16,"[(38, 167, 156, 151), (100, 169, 116)]",46.17,3.981432
graph16,"[(70, 97, 125, 27), (123, 25, 201)]",63.28,4.855784
graph16,"[(16, 68, 2, 95), (107, 159, 94)]",49.66,4.345577
graph16,"[(129, 27, 147, 22), (154, 71, 160, 6)]",53.54,4.2488
graph16,"[(43, 146, 40, 6), (112, 28, 94, 84)]",48.03,4.01668
graph16,"[(29, 163, 62, 39), (75, 166, 173, 104)]",62.76,4.754386
graph16,"[(123, 66, 30, 110, 52), (68, 138, 135, 117)]",73.2,5.031025
graph16,"[(156, 104, 197, 184, 24), (82, 125, 193, 75)]",71.01,4.966244
graph16,"[(82, 22, 161, 129, 128), (198, 205, 199, 131)]",64.94,4.826687
graph16,"[(151, 179, 93, 51, 38), (7, 158, 69, 20, 178)]",73.06,5.006493
graph16,"[(36, 178, 182, 189, 62), (138, 132, 194, 184, 59)]",74.36,5.084551
graph16,"[(192, 119, 204, 123, 13), (12, 190, 162, 42, 22)]",54.54,4.152952
graph17,"[(99,), ()]",30.126,0.0
graph17,"[(99,), (214,)]",54.316,6.58
graph17,"[(99, 58), (214,)]",71.329,83.41
graph17,"[(99, 58, 123), (214,)]",82.69,329.84000000000003
graph17,"[(99, 58, 123), (214, 178)]",92.588,417.85
graph17,"[(99, 58, 123), (214, 178, 38)]",101.316,546.7
graph17,"[(99, 58, 123), (214, 178, 38, 226)]",109.348,606.34
graph17,"[(99, 58, 123, 192), (214, 178, 38, 226)]",115.321,760.54
graph17,"[(99, 58, 123, 192), (214, 178, 38, 226, 21)]",120.716,824.12
graph17,"[(99, 58, 123, 192), (214, 178, 38, 226, 21, 169)]",124.611,1027.13
graph17,"[(222,), ()]",7.75,1.168065
graph17,"[(147,), ()]",3.54,0.727324
graph17,"[(198,), ()]",6.15,0.97067
graph17,"[(158,), (231,)]",11.43,1.69632
graph17,"[(199,), (226,)]",23.88,2.807332
graph17,"[(36,), (28,)]",25.95,2.89594
graph17,"[(209, 173), (229,)]",22.44,2.606588
graph17,"[(89, 240), (31,)]",22.37,2.683418
graph17,"[(48, 134), (137,)]",27.58,2.995309
graph17,"[(180, 117), (188, 73)]",26.25,2.798533
graph17,"[(194, 51), (240, 245)]",36.11,3.512297
graph17,"[(96, 47), (207, 165)]",33.37,3.368834
graph17,"[(113, 177, 72), (180, 114)]",49.19,4.389963
graph17,"[(225, 189, 58), (151, 144)]",63.79,4.865571
graph17,"[(108, 212, 27), (162, 230)]",59.85,4.752339
graph17,"[(63, 57, 165), (240, 18, 27)]",59.82,4.74263
graph17,"[(199, 163, 205), (141, 93, 238)]",54.3,4.495518
graph17,"[(211, 26, 71), (212, 194, 116)]",43.36,3.8642
graph17,"[(180, 138, 226, 170), (100, 102, 55)]",62.69,4.806333
graph17,"[(92, 94, 166, 177), (25, 2, 61)]",62.66,4.882244
graph17,"[(230, 27, 205, 171), (3, 98, 82)]",66.97,5.038571
graph17,"[(85, 27, 140, 175), (197, 156, 243, 16)]",62.03,4.845057
graph17,"[(108, 28, 92, 205), (99, 86, 59, 189)]",82.9,5.613925
graph17,"[(213, 199, 70, 14), (240, 133, 114, 130)]",66.42,5.003314
graph17,"[(215, 90, 217, 115, 27), (33, 171, 221, 159)]",79.94,5.438752
graph17,"[(110, 22, 53, 83, 121), (78, 130, 199, 238)]",67.9,5.08435
graph17,"[(58, 99, 121, 9, 139), (167, 63, 7, 31)]",81.47,5.264811
graph17,"[(61, 112, 241, 25, 183), (149, 3, 54, 177, 230)]",69.2,5.019031
graph17,"[(135, 220, 165, 152, 103), (49, 155, 87, 235, 88)]",72.55,5.169522
graph17,"[(66, 147, 24, 11, 91), (122, 202, 13, 235, 204)]",57.49,4.523458
graph18,"[(), (157,)]",37.72,0.0
graph18,"[(10,), (157,)]",62.249,13.05
graph18,"[(10, 169), (157,)]",78.924,82.67
graph18,"[(10, 169), (157, 61)]",90.813,243.41000000000005
graph18,"[(10, 169, 213), (157, 61)]",99.347,453.79
graph18,"[(10, 169, 213, 230), (157, 61)]",106.589,543.5600000000001
graph18,"[(10, 169, 213, 230), (157, 61, 84)]",112.906,644.4200000000001
graph18,"[(10, 169, 213, 230), (157, 61, 84, 66)]",118.769,700.3000000000001
graph18,"[(10, 169, 213, 230, 54), (157, 61, 84, 66)]",123.655,787.8100000000001
graph18,"[(10, 169, 213, 230, 54, 181), (157, 61, 84, 66)]",127.558,879.3100000000001
graph18,"[(85,), ()]",5.54,0.966351
graph18,"[(175,), ()]",11.24,1.340294
graph18,"[(113,), ()]",1.6,0.505414
graph18,"[(35,), (101,)]",13.73,1.932254
graph18,"[(180,), (164,)]",21.18,2.623695
graph18,"[(171,), (116,)]",13.37,1.795472
graph18,"[(105, 15), (146,)]",24.25,2.714795
graph18,"[(125, 203), (170,)]",36.5,3.212101
graph18,"[(195, 207), (49,)]",16.38,2.075513
graph18,"[(44, 151), (40, 68)]",39.81,3.526083
graph18,"[(230, 120), (62, 133)]",38.66,3.55577
graph18,"[(83, 176), (122, 117)]",27.11,2.872844
graph18,"[(103, 20, 181), (30, 174)]",56.17,4.390504
graph18,"[(67, 182, 161), (100, 189)]",42.62,3.821556
graph18,"[(81, 143, 169), (170, 116)]",56.59,4.259441
graph18,"[(87, 143, 14), (123, 107, 100)]",49.8,4.246381
graph18,"[(137, 129, 114), (16, 177, 48)]",44.02,3.832249
graph18,"[(103, 159, 68), (25, 149, 101)]",66.65,4.847429
graph18,"[(48, 26, 109, 14), (231, 110, 212)]",52.4,4.22777
graph18,"[(80, 25, 106, 198), (209, 58, 37)]",68.47,4.962564
graph18,"[(67, 224, 179, 51), (207, 66, 151)]",64.02,4.846901
graph18,"[(205, 195, 211, 87), (3, 184, 8, 178)]",52.9,4.259622
graph18,"[(211, 67, 94, 162), (102, 122, 123, 21)]",71.0,5.055522
graph18,"[(161, 219, 110, 134), (69, 136, 78, 113)]",53.43,4.338557
graph18,"[(222, 37, 56, 94, 5), (118, 84, 104, 191)]",68.68,4.775298
graph18,"[(144, 25, 183, 139, 102), (178, 57, 56, 90)]",75.62,5.009725
graph18,"[(203, 20, 87, 98, 148), (187, 39, 23, 92)]",56.79,4.291942
graph18,"[(115, 120, 8, 151, 130), (129, 226, 131, 188, 196)]",72.92,4.985246
graph18,"[(36, 88, 73, 110, 215), (146, 113, 7, 8, 105)]",69.34,5.006203
graph18,"[(207, 180, 178, 177, 58), (122, 50, 69, 139, 167)]",69.12,4.8357
graph19,"[(), (142,)]",34.688,0.0
graph19,"[(24,), (142,)]",56.319,16.9
graph19,"[(24,), (142, 29)]",71.785,120.99
graph19,"[(24, 97), (142, 29)]",82.442,309.57000000000005
graph19,"[(24, 97, 36), (142, 29)]",90.513,500.72
graph19,"[(24, 97, 36), (142, 29, 208)]",97.415,588.19
graph19,"[(24, 97, 36, 150), (142, 29, 208)]",103.856,642.47
graph19,"[(24, 97, 36, 150), (142, 29, 208, 3)]",108.5,806.3100000000001
graph19,"[(24, 97, 36, 150, 126), (142, 29, 208, 3)]",113.622,825.22
graph19,"[(24, 97, 36, 150, 126, 52), (142, 29, 208, 3)]",119.279,826.7900000000001
graph19,"[(85,), ()]",5.12,0.873883
graph19,"[(207,), ()]",10.35,1.2937
graph19,"[(63,), ()]",5.95,0.97483
graph19,"[(114,), (139,)]",11.83,1.715156
graph19,"[(171,), (168,)]",15.92,1.975599
graph19,"[(162,), (46,)]",12.26,1.777147
graph19,"[(19, 190), (181,)]",23.74,2.695424
graph19,"[(46, 149), (181,)]",29.0,3.074488
graph19,"[(130, 186), (3,)]",47.95,4.269918
graph19,"[(123, 171), (186, 191)]",25.5,2.638479
graph19,"[(103, 185), (76, 159)]",27.48,2.978234
graph19,"[(137, 26), (78, 48)]",46.66,4.076038
graph19,"[(24, 110, 52), (113, 136)]",60.8,4.437513
graph19,"[(159, 54, 185), (45, 22)]",39.09,3.673127
graph19,"[(215, 109, 53), (129, 101)]",43.89,4.017782
graph19,"[(45, 207, 73), (111, 156, 126)]",58.46,4.558707
graph19,"[(101, 136, 129), (62, 55, 197)]",67.14,5.055316
graph19,"[(151, 33, 41), (192, 180, 105)]",46.93,4.05049
graph19,"[(61, 33, 160, 177), (112, 118, 1)]",57.26,4.588158
graph19,"[(166, 126, 183, 75), (67, 79, 15)]",56.32,4.484133
graph19,"[(72, 200, 127, 121), (8, 130, 131)]",54.84,4.359638
graph19,"[(170, 28, 38, 41), (59, 62, 86, 159)]",55.64,4.386595
graph19,"[(65, 137, 205, 194), (105, 62, 2, 58)]",64.72,4.82958
graph19,"[(42, 163, 61, 158), (119, 178, 26, 194)]",54.84,4.354422
graph19,"[(54, 132, 56, 102, 58), (167, 49, 103, 158)]",64.3,4.788948
graph19,"[(214, 101, 78, 116, 33), (194, 190, 138, 43)]",63.7,4.820792
graph19,"[(88, 111, 117, 108, 199), (8, 211, 104, 130)]",70.31,4.972739
graph19,"[(126, 193, 12, 27, 10), (178, 63, 100, 42, 205)]",65.56,4.821623
graph19,"[(24, 178, 1, 83, 114), (71, 14, 198, 92, 34)]",67.72,4.841498
graph19,"[(209, 14, 127, 112, 29), (41, 24, 82, 71, 126)]",84.21,5.368235
graph20,"[(), (49,)]",35.35,0.0
graph20,"[(158,), (49,)]",62.445,11.91
graph20,"[(158, 170), (49,)]",77.244,177.12
graph20,"[(158, 170), (49, 8)]",91.974,308.29
graph20,"[(158, 170, 22), (49, 8)]",100.221,572.8
graph20,"[(158, 170, 22, 149), (49, 8)]",106.334,809.4699999999999
graph20,"[(158, 170, 22, 149), (49, 8, 14)]",112.087,845.7099999999999
graph20,"[(158, 170, 22, 149), (49, 8, 14, 134)]",117.948,862.2599999999999
graph20,"[(158, 170, 22, 149), (49, 8, 14, 134, 128)]",124.407,870.5899999999999
graph20,"[(158, 170, 22, 149, 130), (49, 8, 14, 134, 128)]",127.576,1107.05
graph20,"[(205,), ()]",22.57,2.122614
graph20,"[(50,), ()]",13.18,1.558214
graph20,"[(15,), ()]",7.14,1.084781
graph20,"[(184,), (151,)]",24.76,2.771649
graph20,"[(192,), (101,)]",39.76,3.99811
graph20,"[(212,), (126,)]",32.06,3.301838
graph20,"[(195, 84), (173,)]",32.59,2.947964
graph20,"[(91, 173), (158,)]",47.84,4.319198
graph20,"[(42, 112), (33,)]",18.73,2.2564
graph20,"[(80, 5), (144, 36)]",43.12,3.843098
graph20,"[(4, 163), (164, 200)]",32.64,3.295576
graph20,"[(141, 4), (215, 192)]",38.32,3.685292
graph20,"[(225, 55, 123), (128, 200)]",54.89,4.592547
graph20,"[(216, 66, 52), (139, 140)]",35.55,3.474931
graph20,"[(114, 24, 143), (138, 66)]",46.56,3.964187
graph20,"[(179, 26, 34), (36, 63, 75)]",68.08,5.064636
graph20,"[(86, 44, 59), (126, 36, 107)]",57.72,4.250131
graph20,"[(96, 2, 152), (1, 94, 92)]",51.31,4.260691
graph20,"[(216, 44, 197, 35), (168, 57, 55)]",46.47,4.029655
graph20,"[(17, 42, 197, 174), (107, 30, 34)]",62.96,4.800064
graph20,"[(195, 183, 43, 144), (159, 212, 139)]",54.57,4.481022
graph20,"[(76, 6, 175, 184), (224, 185, 130, 166)]",94.64,5.787978
graph20,"[(179, 66, 55, 30), (220, 124, 215, 131)]",52.47,4.214509
graph20,"[(133, 85, 117, 39), (145, 7, 47, 190)]",83.58,5.597158
graph20,"[(97, 43, 3, 113, 9), (153, 49, 122, 81)]",83.82,5.6174
graph20,"[(171, 109, 117, 106, 18), (73, 38, 98, 125)]",75.58,5.252267
graph20,"[(158, 86, 154, 25, 107), (214, 73, 143, 12)]",84.84,5.586791
graph20,"[(26, 4, 98, 166, 147), (195, 50, 153, 130, 163)]",86.78,5.557464
graph20,"[(138, 151, 34, 150, 140), (149, 107, 184, 24, 166)]",88.48,5.637071
graph20,"[(174, 24, 221, 72, 194), (64, 34, 94, 136, 154)]",87.31,5.61511
graph21,"[(94,), ()]",34.151,0.0
graph21,"[(94,), (10,)]",58.992,10.98
graph21,"[(94,), (10, 142)]",76.307,77.2
graph21,"[(94, 71), (10, 142)]",89.151,235.29
graph21,"[(94, 71, 141), (10, 142)]",96.476,574.21
graph21,"[(94, 71, 141, 89), (10, 142)]",103.887,597.1500000000001
graph21,"[(94, 71, 141, 89), (10, 142, 178)]",111.37,638.07
graph21,"[(94, 71, 141, 89), (10, 142, 178, 171)]",117.23,684.21
graph21,"[(94, 71, 141, 89, 80), (10, 142, 178, 171)]",123.16,685.85
graph21,"[(94, 71, 141, 89, 80, 65), (10, 142, 178, 171)]",126.826,888.25
graph21,"[(195,), ()]",2.9,0.635728
graph21,"[(25,), ()]",8.29,1.218345
graph21,"[(41,), ()]",7.62,1.160515
graph21,"[(209,), (155,)]",26.64,2.980887
graph21,"[(196,), (71,)]",37.84,3.888896
graph21,"[(128,), (173,)]",20.46,2.4268
graph21,"[(4, 23), (59,)]",36.38,3.608618
graph21,"[(25, 193), (66,)]",24.61,2.793125
graph21,"[(88, 122), (181,)]",33.39,3.455974
graph21,"[(179, 90), (111, 113)]",24.41,2.673944
graph21,"[(80, 210), (175, 211)]",47.55,4.254073
graph21,"[(150, 140), (40, 194)]",36.1,3.636857
graph21,"[(121, 107, 161), (111, 164)]",40.79,3.682345
graph21,"[(75, 98, 14), (108, 109)]",45.73,4.011801
